codigo;nome;categoria;Energia (kcal);Carboidrato disponível (g);Proteína (g);Lipídios (g);Fibra alimentar (g);Ácidos graxos saturados (g);Ácidos graxos trans (g);Sódio (mg);Açúcar de adição (g);Alfa-tocoferol (Vitamina E) (mg);Carboidrato total (g);Cinzas (g);Cobre (mg);Colesterol (g);Colesterol (mg);Cálcio (mg);Energia (kJ);Equivalente de folato (mcg);Ferro (mg);Fósforo (mg);Magnésio (mg);Niacina (mg);Potássio (mg);Riboflavina (mg);Sal de adição (g);Selênio (mcg);Tiamina (mg);Umidade (g);Vitamina A (RAE) (mcg);Vitamina A (RE) (mcg);Vitamina B12 (mcg);Vitamina B6 (mg);Vitamina C (mg);Vitamina D (mcg);Zinco (mg);Ácidos graxos monoinsaturados (g);Ácidos graxos poliinsaturados (g);Álcool (g)
C0275C;Banana, in natura (média de 5 tipos - Nanica (caturra ou dágua), da Terra, Maçã, Ouro e Prata),;Frutas e derivados;112.00;25.30;1.34;0.22;2.00;0.07;0.00;0.00;0.00;0.06;27.30;0.75;0.08;0.00;;4.06;477.00;23.60;0.31;25.40;28.40;0.00;317.00;0.01;0.00;0.08;0.01;70.40;34.10;68.30;0.00;0.13;12.40;0.00;0.17;0.00;0.01;0.00
C0006C;Banana, in natura, Musa spp.,;Frutas e derivados;109.00;24.50;1.27;0.19;2.24;0.06;0.00;0.00;0.00;0.06;26.70;0.77;0.08;;0.00;4.29;463.00;23.00;0.32;23.00;31.00;0.00;346.00;0.00;0.00;0.13;0.00;71.10;12.80;25.60;0.00;0.12;11.20;0.00;0.17;0.00;0.00;0.00
C0268C;Banana, madura, casca, crua, Musa sp.,;Frutas e derivados;28.00;1.96;1.07;0.61;5.15;;0.00;3.59;0.00;;7.11;1.41;1.37;;0.00;221.00;115.00;;0.28;;10.50;;507.00;;0.00;;;89.80;;;0.00;;;;0.25;;;0.00
C0263C;Banana, madura, casca, crua, seca, Musa sp.,;Frutas e derivados;253.00;17.70;9.70;5.50;46.70;;0.00;32.50;0.00;;64.40;12.80;12.40;;0.00;2011.00;1043.00;;2.50;;95.10;;4600.00;;0.00;;;7.60;;;0.00;;;;2.30;;;0.00
C0009C;Banana, maçã, in natura, Musa spp.,;Frutas e derivados;109.00;23.90;1.49;0.27;2.38;0.09;0.00;0.00;0.00;0.06;26.30;0.69;0.13;;0.00;3.73;460.00;22.90;0.23;33.20;27.50;0.00;306.00;0.00;0.00;0.13;0.00;71.30;3.21;6.42;0.00;0.17;12.10;0.00;0.14;0.00;0.00;0.00
C0007C;Banana, nanica, in natura, Musa spp.,;Frutas e derivados;91.00;20.10;1.32;0.21;1.70;0.07;0.00;0.00;0.00;0.06;21.80;0.77;0.09;;0.00;3.15;386.00;19.20;0.32;24.60;25.60;0.00;346.00;0.02;0.00;0.13;0.00;75.90;6.83;13.70;0.00;0.13;5.39;0.00;0.16;0.00;0.00;0.00
C0010C;Banana, ouro, in natura, Musa spp.,;Frutas e derivados;116.00;26.30;1.35;0.10;2.46;0.00;0.00;0.00;0.00;0.03;28.80;0.75;0.07;;0.00;3.94;494.00;24.70;0.33;21.70;30.20;0.00;247.00;0.00;0.00;0.00;0.00;69.00;24.90;49.80;0.00;0.14;7.35;0.00;0.25;0.00;0.00;0.00
C0092C;Banana, pacova, in natura, Musa acuminata Colla x Musa balbisiana Colla, Grupo AAB,;Frutas e derivados;115.00;25.30;1.69;0.11;2.80;0.03;0.00;0.88;0.00;0.03;28.10;0.84;0.09;;0.00;3.69;485.00;24.40;0.41;19.80;40.70;0.00;352.00;0.04;0.00;0.13;0.07;69.30;;;0.00;0.23;0.00;0.00;0.19;0.00;0.00;0.00
C0011C;Banana, prata, in natura, Musa spp.,;Frutas e derivados;107.00;24.00;1.11;0.28;1.95;0.09;0.00;0.00;0.00;0.08;25.90;0.76;0.05;;0.00;6.18;453.00;22.40;0.38;22.20;29.20;0.00;357.00;0.02;0.00;0.10;0.00;71.90;16.20;32.40;0.00;0.10;21.60;0.00;0.15;0.00;0.06;0.00
C0035D;Banha, suína,;Gorduras e óleos;900.00;0.00;0.00;100.00;0.00;39.20;;0.00;0.00;0.60;0.00;0.00;0.00;;95.00;0.00;3700.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.50;0.11;45.10;11.20;0.00
C0028B;Batata, baroa (mandioquinha, batata salsa), s/ casca, crua, Arracacia xanthorrhiza Bancrof,;Vegetais e derivados;87.00;19.60;0.82;0.12;1.93;0.03;0.00;0.00;0.00;0.08;21.60;0.82;0.04;;0.00;15.20;368.00;15.60;0.27;40.10;10.60;0.00;448.00;0.00;0.00;0.20;0.04;76.70;12.30;24.50;0.00;0.11;6.70;0.00;0.18;0.03;0.02;0.00
C0012B;Batata, doce, s/ casca, crua, Ipomea batatas (L.) Lam,;Vegetais e derivados;118.00;25.50;1.78;0.23;3.17;0.08;0.00;9.46;0.00;1.20;28.70;2.24;0.12;;0.00;30.30;498.00;15.90;0.42;39.30;26.00;0.00;366.00;0.00;0.00;0.90;0.06;67.10;357.00;715.00;0.00;0.11;17.80;0.00;0.22;0.00;0.06;0.00
C0013B;Batata, inglesa, s/ casca, crua, Solanum tuberosum L.,;Vegetais e derivados;72.00;15.20;2.04;0.04;1.32;0.01;0.00;0.00;0.00;0.01;16.50;0.85;0.11;;0.00;3.78;305.00;16.90;0.41;43.90;15.00;0.00;445.00;0.00;0.00;0.30;0.11;80.50;0.00;0.00;0.00;0.17;35.40;0.00;0.27;0.00;0.02;0.00
C0141H;Batida de maracujá com álcool, (polpa de maracujá, leite condensado e aguardente (cachaça)),;Bebidas;152.00;18.10;2.73;2.61;0.68;0.97;0.05;20.30;;0.06;18.80;0.80;0.17;;0.00;52.50;636.00;7.73;0.36;67.90;17.80;0.00;268.00;0.10;;3.45;0.01;68.90;32.40;64.90;0.09;0.14;12.30;0.03;0.41;0.51;0.60;6.22
C0006H;Bebida alcoólica, aguardente, cachaça,;Bebidas;218.00;0.00;0.00;0.00;0.00;0.00;0.00;3.15;0.00;0.00;0.00;0.01;0.26;;0.00;0.00;902.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;68.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;31.10
C0046H;Bebida alcoólica, arroz, saquê,;Bebidas;135.00;5.00;0.50;0.00;0.00;0.00;0.00;2.00;0.00;0.00;5.00;0.00;0.01;;0.00;5.00;560.00;0.00;0.10;6.00;6.00;0.00;25.00;0.00;0.00;1.40;0.00;78.40;0.00;;0.00;0.00;0.00;0.00;0.02;0.00;0.00;16.10
C0133H;Bebida alcoólica, caipirinha, (limão, cachaça e açúcar),;Bebidas;224.00;31.40;0.30;0.04;0.32;0.00;0.00;5.25;29.00;0.03;31.70;0.28;0.13;;0.00;14.80;940.00;2.30;0.08;6.42;2.78;0.00;36.50;0.01;0.00;0.29;0.08;54.00;0.00;0.00;0.00;0.00;10.30;0.00;0.06;0.00;0.01;13.70
C0009H;Bebida alcoólica, cerveja, Pilsen,;Bebidas;41.00;3.34;0.56;0.00;0.00;0.00;0.00;4.23;0.00;0.00;3.34;0.12;0.00;;0.00;4.99;171.00;6.00;0.00;19.00;6.74;2.92;29.50;0.00;0.00;0.57;0.00;92.40;0.00;0.00;0.00;0.14;0.00;0.00;0.00;0.00;0.00;3.60
C0056H;Bebida alcoólica, conhaque,;Bebidas;207.00;0.30;0.00;0.00;0.00;0.00;0.00;2.00;0.00;;0.30;0.00;0.01;;0.00;1.00;858.00;0.00;0.06;0.00;1.00;0.00;1.00;0.00;0.00;;0.00;70.30;;;;;0.00;;0.06;0.00;0.00;29.40
C0002H;Bebida alcoólica, destilada (gim, rum, vodka, whisky) (teor alcoólico 33%),;Bebidas;231.00;0.00;0.00;0.00;0.00;0.00;;1.00;0.00;0.00;0.00;0.00;;;;0.00;966.00;0.00;0.04;4.00;0.00;0.01;2.00;0.00;0.00;;0.01;66.60;0.00;0.00;0.00;0.00;0.00;0.00;0.04;0.00;0.00;33.30
C0003H;Bebida alcoólica, destilada (gim, rum, vodka, whisky) (teor alcoólico 36%),;Bebidas;250.00;0.00;0.00;0.00;0.00;0.00;;1.00;0.00;0.00;0.00;0.00;;;;0.00;1035.00;0.00;0.04;4.00;0.00;0.01;2.00;0.00;0.00;;0.01;63.90;0.00;0.00;0.00;0.00;0.00;0.00;0.04;0.00;0.00;35.70
C0004H;Bebida alcoólica, destilada (gim, rum, vodka, whisky) (teor alcoólico 39%),;Bebidas;275.00;0.00;0.00;0.00;0.00;0.00;;1.00;0.00;0.00;0.00;0.00;;;;0.00;1137.00;0.00;0.04;4.00;0.00;0.01;2.00;0.00;0.00;;0.01;60.30;0.00;0.00;0.00;0.00;0.00;0.00;0.04;0.00;0.00;39.20
C0005H;Bebida alcoólica, destilada (gim, rum, vodka, whisky) (teor alcoólico 42%),;Bebidas;295.00;0.00;0.00;0.00;0.00;0.00;;1.00;0.00;0.00;0.00;0.00;;;;0.00;1218.00;0.00;0.04;4.00;0.00;0.01;2.00;0.00;0.00;;0.01;57.50;0.00;0.00;0.00;0.00;0.00;0.00;0.04;0.00;0.00;42.00
C0134H;Bebida alcoólica, espanhola, (abacaxi, leite condensado e vinho),;Bebidas;122.00;12.20;1.28;1.04;0.11;0.63;0.03;16.30;;0.02;12.30;0.44;0.06;;0.00;44.70;510.00;3.61;0.38;34.70;10.50;0.14;130.00;0.07;0.00;2.43;0.03;76.60;8.08;8.21;0.07;0.13;3.63;0.02;0.21;0.26;0.04;8.35
C0138H;Bebida alcoólica, grappa,;Bebidas;370.00;33.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;33.60;0.00;0.00;;0.00;0.00;1546.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;66.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;33.60
C0139H;Bebida alcoólica, pisco sour, (pisco, xarope de açúcar, clara de ovo, suco de limão),;Bebidas;235.00;14.80;2.23;0.08;0.18;0.00;0.00;34.70;;0.02;15.00;0.23;0.01;;0.00;8.95;989.00;2.12;0.05;6.68;4.27;0.02;53.30;0.10;;1.18;0.05;67.40;0.26;0.53;0.02;0.00;5.74;0.00;0.05;0.00;0.01;15.10
C0147H;Bebida alcoólica, vermute,;Bebidas;199.00;21.70;0.08;0.00;0.00;0.00;0.00;2.09;0.00;;21.70;0.20;0.05;;0.00;7.36;835.00;;0.34;13.90;6.76;;83.00;;0.00;;;78.00;0.00;0.00;;;;;0.08;0.00;0.00;16.00
C0034H;Bebida alcoólica, vinho (média diferentes amostras),;Bebidas;92.00;3.41;0.08;0.00;0.00;0.00;0.00;2.58;;0.00;3.41;0.21;0.05;;0.00;7.91;382.00;1.10;0.42;7.49;7.43;0.18;89.90;0.03;0.00;0.22;0.01;85.20;0.00;0.00;0.00;0.06;0.00;0.00;0.09;0.00;0.00;11.10
C0035H;Bebida alcoólica, vinho, branco (média diferentes amostras),;Bebidas;90.00;2.94;0.08;0.00;0.00;0.00;0.00;2.88;;0.00;2.94;0.18;0.05;;0.00;7.83;373.00;1.09;0.37;12.80;6.13;0.12;71.40;0.02;0.00;;0.01;85.70;0.00;0.00;0.00;0.06;0.00;0.00;0.10;0.00;0.00;11.10
C0116H;Bebida alcoólica, vinho, espumante, brut,;Bebidas;90.00;2.91;0.08;0.00;0.00;0.00;0.00;4.09;;0.00;2.91;0.22;0.04;;0.00;8.65;373.00;1.09;0.49;8.61;6.31;0.12;64.60;0.02;0.00;0.11;0.01;85.70;0.00;0.00;0.00;0.05;0.00;0.00;0.10;0.00;0.00;11.10
C0038H;Bebida alcoólica, vinho, meio doce/doce, espumante, Vitis vinifera,;Bebidas;98.00;5.51;0.09;0.00;0.00;0.00;0.00;5.20;;0.00;5.51;0.18;0.05;;0.00;9.30;410.00;;0.52;8.53;6.38;0.21;65.80;0.03;0.00;;0.01;83.40;0.00;0.00;0.00;0.00;0.00;0.00;0.08;0.00;0.00;10.90
C0036H;Bebida alcoólica, vinho, rose (média diferentes amostras),;Bebidas;92.00;3.12;0.39;0.00;0.00;0.00;0.00;3.17;;0.00;3.12;0.20;0.05;;0.00;8.01;382.00;1.09;0.54;;6.65;0.10;85.80;0.02;0.00;;0.02;85.20;0.00;0.00;0.01;0.04;0.00;0.00;0.09;0.00;0.00;11.10
C0037H;Bebida alcoólica, vinho, tinto (média diferentes amostras),;Bebidas;87.00;2.05;0.07;0.00;0.00;0.00;0.00;0.92;;0.00;2.05;0.21;0.05;;0.00;7.87;363.00;1.01;0.28;18.20;8.63;0.17;109.00;0.02;0.00;;0.01;86.40;0.00;0.00;0.00;0.05;0.00;0.00;0.09;0.00;0.00;11.30
C0040H;Bebida alcoólica, vinho, tinto, Isabel,;Bebidas;87.00;2.29;0.07;0.00;0.00;0.00;0.00;0.25;;0.00;2.29;0.20;0.05;;0.00;6.32;361.00;;0.15;5.24;9.38;0.17;100.00;0.02;0.00;;0.01;86.40;0.00;0.00;0.00;0.05;0.00;0.00;0.06;0.00;0.00;11.10
C0041H;Bebida alcoólica, vinho, tinto, Merlot,;Bebidas;88.00;1.57;0.07;0.00;0.00;0.00;0.00;0.49;;0.00;1.57;0.23;0.01;;0.00;7.07;367.00;;0.21;9.89;7.44;0.23;123.00;0.03;0.00;;0.01;86.40;0.00;0.00;0.00;0.06;0.00;0.00;0.07;0.00;0.00;11.70
C0039H;Bebida alcoólica, vinho, tinto, mosto, petite syrah, Vitis vinifera,;Bebidas;86.00;2.07;0.08;0.00;0.00;0.00;0.00;0.43;;0.00;2.07;1.56;;;0.00;11.30;359.00;;0.19;52.20;9.20;0.18;122.00;0.03;0.00;;0.01;85.20;0.00;0.00;0.00;0.06;0.00;0.00;0.13;0.00;0.00;11.10
C0137H;Bebida alcóolica, cuba libre, (rum, suco de limão, refrigerante tipo cola),;Bebidas;88.00;6.79;0.03;0.00;0.04;0.00;0.00;4.87;;0.00;6.83;0.06;0.00;;0.00;2.56;367.00;0.26;0.01;14.10;0.29;0.00;4.97;0.00;;0.09;0.01;84.50;0.05;0.11;0.00;0.00;1.15;0.00;0.02;0.00;0.00;8.62
C0169H;Bebida alcóolica, gin tônica (refrigerante tônica, gin e suco de limão),;Bebidas;109.00;4.17;1.11;0.58;0.12;0.00;0.00;4.59;0.00;0.02;4.29;0.06;0.01;0.00;;5.74;454.00;0.86;0.03;3.67;0.97;0.00;14.30;0.00;;0.04;0.03;82.00;0.18;0.35;0.00;0.00;3.82;0.00;0.03;0.00;0.00;11.80
C0167H;Bebida alcóolica, licor, cointreau,;Bebidas;391.00;38.90;0.00;3.00;0.00;0.01;0.00;5.00;;0.00;38.90;0.00;0.08;0.00;;0.00;1637.00;0.00;0.07;0.00;0.00;0.00;0.00;0.00;0.00;0.40;0.00;28.30;0.00;0.00;0.00;0.00;0.00;0.00;0.04;0.02;0.17;29.80
C0168H;Bebida alcóolica, margarita (tequila, cointreau, suco de limão e sal),;Bebidas;255.00;11.30;0.00;0.87;0.00;0.00;0.00;401.00;1.00;0.00;11.30;1.00;0.04;0.00;;0.24;1062.00;0.86;0.05;2.42;0.01;0.01;1.29;0.01;0.00;0.12;0.03;58.00;0.00;0.00;0.00;0.00;3.82;0.00;0.04;0.00;0.05;28.90
C0166H;Bebida alcóolica, tequila,;Bebidas;234.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.02;0.00;;0.00;969.00;0.00;0.04;4.00;0.00;0.01;2.00;0.00;0.00;0.00;0.01;66.60;0.00;0.00;0.00;0.00;0.00;0.00;0.04;0.00;0.00;33.40
C0143H;Bebida energética,;Bebidas;43.00;10.20;0.46;0.00;0.00;0.00;0.00;39.00;;0.00;10.20;0.10;0.00;;0.00;6.00;182.00;0.00;0.06;0.00;19.00;9.83;3.00;0.10;;0.20;0.04;89.20;0.00;0.00;1.97;2.17;0.00;0.00;0.01;0.00;0.00;0.00
C0001H;Bebida isotônica (diversos sabores),;Bebidas;26.00;6.40;0.00;0.00;0.00;0.00;0.00;44.10;;1.67;6.40;0.09;0.00;;0.00;1.23;109.00;0.00;0.67;8.97;0.00;4.09;13.00;0.00;;0.00;0.00;93.50;0.00;0.00;0.00;0.56;1.33;0.00;0.00;0.00;0.00;0.00
C0001G;Bebida láctea (média de diferentes sabores),;Leite e derivados;68.00;10.10;3.01;1.68;0.06;1.10;0.06;46.30;;0.07;10.20;0.76;0.02;;5.37;88.60;286.00;6.04;0.00;63.10;8.59;0.33;62.30;0.14;0.00;;0.03;84.40;155.00;;0.31;0.00;2.05;0.00;0.24;0.60;0.00;0.00
C0002G;Bebida láctea, frutas vermelhas, Dan Up,;Leite e derivados;85.00;13.20;2.70;2.40;0.00;1.38;0.08;71.40;;0.10;13.20;0.70;0.03;;6.76;136.00;359.00;7.34;0.00;97.40;13.30;0.51;96.10;0.21;0.00;;0.04;81.00;222.00;;0.38;0.00;3.17;0.00;0.38;0.76;0.00;0.00
C0003G;Bebida láctea, morango, Dan Up,;Leite e derivados;154.00;30.30;2.70;2.40;0.00;1.38;0.08;135.00;;0.10;30.30;0.71;0.06;;6.76;260.00;650.00;14.00;0.00;185.00;25.20;0.97;182.00;0.40;0.00;;0.08;63.90;222.00;;0.73;0.00;6.03;0.00;0.72;0.76;0.00;0.00
C0070H;Bebida, café, descafeinado, infusão 10 %, s/ açúcar,;Bebidas;8.00;0.60;0.22;0.32;0.87;0.11;0.00;1.55;0.00;0.00;1.46;0.00;0.02;;0.00;2.72;33.00;0.00;0.09;3.34;5.02;0.21;42.20;0.00;0.00;;0.00;98.00;0.00;0.00;0.00;0.00;0.00;0.00;0.01;0.02;0.12;0.00
C0072H;Bebida, café, descafeinado, infusão 6%, s/ açúcar,;Bebidas;5.00;0.36;0.13;0.19;0.52;0.07;0.00;0.93;0.00;0.00;0.88;0.00;0.01;;0.00;1.63;20.00;0.00;0.09;2.01;3.01;0.13;25.30;0.00;0.00;;0.00;99.30;0.00;0.00;0.00;0.00;0.00;0.00;0.01;0.01;0.07;0.00
C0103H;Bebida, café, descafeinado, infusão 8% - médio, s/ açúcar,;Bebidas;6.00;0.48;0.17;0.26;0.69;0.09;0.00;1.24;0.00;0.00;1.17;0.00;0.01;;0.00;2.17;26.00;0.00;0.07;2.68;4.01;0.17;33.80;0.00;0.00;;0.00;98.40;0.00;0.00;0.00;0.00;0.00;0.00;0.01;0.02;0.09;0.00
C0059H;Bebida, café, descafeinado, infusão, s/ açúcar,;Bebidas;9.00;1.69;0.10;0.18;0.00;0.09;0.00;14.00;0.00;0.10;1.69;0.23;0.05;;0.00;2.00;37.00;1.00;0.13;7.00;80.00;5.21;115.00;0.18;0.00;0.00;0.00;97.80;0.00;0.00;0.00;0.00;0.20;0.00;0.05;0.00;0.09;0.00
C0007H;Bebida, café, infusão 10%, s/ açúcar,;Bebidas;10.00;1.68;0.67;0.07;0.00;0.01;;1.03;0.00;0.03;1.68;0.36;0.01;;0.00;3.16;43.00;2.00;0.00;9.50;9.66;0.19;155.00;0.08;0.00;0.00;0.01;97.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.05;0.00;0.00
C0060H;Bebida, café, infusão 6% - suave, s/ açúcar,;Bebidas;6.00;1.01;0.40;0.04;0.00;0.00;0.00;0.62;0.00;0.02;1.01;0.22;0.00;;0.00;1.90;26.00;1.20;0.00;5.70;5.80;0.11;93.40;0.05;0.00;0.00;0.01;98.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00
C0062H;Bebida, café, infusão 8% - médio, s/ açúcar,;Bebidas;8.00;1.34;0.54;0.06;0.00;0.01;0.00;0.82;0.00;0.03;1.34;0.29;0.00;;0.00;2.53;34.00;1.60;0.00;7.60;7.73;0.15;124.00;0.06;0.00;0.00;0.01;97.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.04;0.00;0.00
C0156H;Bebida, cerveja, sem álcool,;Bebidas;36.00;8.10;0.21;0.12;0.00;0.02;0.00;13.00;0.00;0.00;8.10;0.12;0.01;;0.00;7.00;154.00;14.00;0.06;16.00;7.00;1.11;8.00;0.05;0.00;1.20;0.02;91.20;0.00;0.00;0.02;0.03;0.50;0.00;0.02;0.02;0.06;0.30
C0057H;Bebida, chá, camomila, infusão, s/ açúcar,;Bebidas;1.00;0.28;0.00;0.01;0.00;0.00;0.00;1.00;0.00;0.00;0.28;0.01;0.02;;0.00;2.00;5.00;1.00;0.08;0.00;1.00;0.00;9.00;0.00;0.00;0.00;0.01;99.70;1.00;;0.00;0.00;0.00;0.00;0.04;0.00;0.01;0.00
C0021H;Bebida, chá, erva-doce, infusão 5%, s/ açúcar, Pimpinela anisum,;Bebidas;2.00;0.39;0.00;0.00;0.00;0.00;0.00;0.63;0.00;0.00;0.39;0.00;0.00;;0.00;1.93;7.00;1.30;0.00;0.65;0.88;0.00;9.93;0.23;0.00;;1.23;99.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
C0016H;Bebida, chá, infusão, anador grande, planta, folha, s/ açúcar, Justicia gendarussa L.,;Bebidas;1.00;0.30;0.00;0.00;0.00;0.00;0.00;0.08;0.00;0.00;0.30;0.00;;;0.00;161.00;5.00;1.00;0.08;0.00;74.30;0.00;8.80;0.00;0.00;;0.01;99.70;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;
C0017H;Bebida, chá, infusão, capim-santo (capim-cidreira, capim-limão), planta, folha, s/ açúcar, Cymbopogon citratus Stapf.,;Bebidas;1.00;0.30;0.00;0.00;0.00;0.00;0.00;0.08;0.00;0.00;0.30;0.00;;;0.00;257.00;5.00;1.00;0.08;0.00;56.00;0.00;21.00;0.00;0.00;;0.01;99.70;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;
C0018H;Bebida, chá, infusão, cidreira, planta, folha, s/ açúcar, Lippia alba (Mill.) N.E. Brown,;Bebidas;1.00;0.30;0.00;0.00;0.00;0.00;0.00;0.08;0.00;0.00;0.30;0.00;;;0.00;165.00;5.00;1.00;0.08;0.00;45.20;0.00;19.90;0.00;0.00;;0.01;99.70;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;
C0019H;Bebida, chá, infusão, colônia, planta, folha, s/ açúcar, Alpinia speciosa Schum,;Bebidas;1.00;0.30;0.00;0.00;0.00;0.00;0.00;1.60;0.00;0.00;0.30;0.00;;;0.00;11.00;5.00;1.00;0.08;0.00;22.30;0.00;8.90;0.00;0.00;;0.01;99.70;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;
C0020H;Bebida, chá, infusão, eparema, planta, folha, s/ açúcar, Costus aff. Discolor Roscoe,;Bebidas;1.00;0.30;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.30;0.00;;;0.00;0.00;5.00;1.00;0.08;0.00;33.00;0.00;5.00;0.00;0.00;;0.01;99.70;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;
C0015H;Bebida, chá, infusão, s/ açúcar (média de várias ervas),;Bebidas;2.00;0.55;0.00;0.02;0.00;0.00;0.00;0.21;0.00;0.00;0.55;0.00;0.00;;0.00;0.94;10.00;1.00;0.00;0.72;1.29;0.00;12.20;0.24;0.00;0.00;;99.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
C0010H;Bebida, chá, lata/garrafa, limão, Lipton,;Bebidas;3.00;0.64;0.00;0.05;0.00;0.00;0.00;0.00;;0.00;0.64;0.00;0.00;;0.00;0.64;13.00;1.00;0.00;0.00;2.04;0.00;5.34;0.00;0.00;0.00;0.89;99.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
C0012H;Bebida, chá, lata/garrafa, pêssego,;Bebidas;34.00;8.44;0.00;0.00;0.00;0.00;0.00;2.31;;0.00;8.44;0.06;;;0.00;3.08;143.00;0.00;0.00;0.77;0.77;0.00;10.80;0.00;0.00;;0.00;91.50;0.00;0.00;0.00;0.00;0.00;0.00;0.01;0.00;0.00;
C0011H;Bebida, chá, mate, infusão 5%, s/ açúcar,;Bebidas;3.00;0.64;0.00;0.05;0.00;0.00;;0.00;0.00;0.00;0.64;0.00;0.00;;0.00;0.64;13.00;0.99;0.00;0.00;2.04;0.00;5.34;0.00;0.00;;0.89;99.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
C0013H;Bebida, chá, preto, infusão 5%, s/ açúcar,;Bebidas;3.00;0.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.63;0.00;0.00;;0.00;0.25;11.00;0.00;0.00;1.51;0.96;0.00;13.40;0.48;0.00;0.00;;99.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
C0023H;Bebida, infusão, hortelã rasteira, planta, folha, s/ açúcar, Mentha x vilosa Huds,;Bebidas;1.00;0.30;0.00;0.00;0.00;0.00;0.00;0.37;0.00;0.00;0.30;0.00;;;0.00;184.00;5.00;1.00;0.08;0.00;83.80;0.00;13.80;0.00;0.00;;0.01;99.70;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;
C0025H;Bebida, infusão, malva-santa, planta, folha, s/ açúcar, Plectranthus barbatus Andr.,;Bebidas;1.00;0.30;0.00;0.00;0.00;0.00;0.00;0.13;0.00;0.00;0.30;0.00;;;0.00;121.00;5.00;1.00;0.08;0.00;47.30;0.00;6.25;0.00;0.00;;0.01;99.70;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;
C0024H;Bebida, infusão, malvariço, planta, folha, s/ açúcar, Plectraanthus amboinicus (Lour.) Spreng.,;Bebidas;1.00;0.30;0.00;0.00;0.00;0.00;0.00;0.13;0.00;0.00;0.30;0.00;;;0.00;199.00;5.00;1.00;0.08;0.00;34.30;0.00;11.30;0.00;0.00;;0.01;99.70;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;
C0026H;Bebida, infusão, mastruço, planta, folha, s/ açúcar, Chenopodium ambrosioides L.,;Bebidas;1.00;0.30;0.00;0.00;0.00;0.00;0.00;0.15;0.00;0.00;0.30;0.00;;;0.00;0.00;5.00;1.00;0.08;0.00;132.00;0.00;24.00;0.00;0.00;;0.01;99.70;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;
C0027H;Bebida, infusão, mentrasto, planta, folha, s/ açúcar, Ageratum conyzoides L.,;Bebidas;1.00;0.30;0.00;0.00;0.00;0.00;0.00;0.90;0.00;0.00;0.30;0.00;;;0.00;316.00;5.00;1.00;0.08;0.00;110.00;0.00;5.00;0.00;0.00;;0.01;99.70;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;
C0362B;Bebida, refresco, beterraba, s/ açúcar,;Vegetais e derivados;14.00;2.32;0.58;0.03;1.01;0.00;0.00;2.92;0.00;0.01;3.33;0.26;0.02;;0.00;4.32;58.00;36.90;0.10;5.82;6.52;0.00;112.00;0.00;0.00;0.06;0.01;95.80;0.00;0.00;0.00;0.01;0.94;0.00;0.16;0.01;0.01;0.00
C0145H;Bebida, água, rede pública, torneira,;Bebidas;0.00;0.00;0.00;0.00;0.00;0.01;0.00;3.00;0.00;0.00;0.00;0.10;0.01;;0.00;3.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;99.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
